Main_Title,Sub_Title,Venue,Fees,Date
Project Risk Management & Compliance,Effective Risk Identification & Management on all Projects,Online,"$ 3,950",16 - 20 Nov 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,London - UK,"$ 5,950",15 - 19 Dec 2025
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Vienna - Austria,"$ 5,950",29 Dec - 02 Jan 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Dubai - UAE,"$ 5,950",02 - 06 Feb 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Paris - France,"$ 5,950",04 - 08 May 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Munich - Germany,"$ 5,950",13 - 17 Jul 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Barcelona - Spain,"$ 5,950",21 - 25 Sep 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,London - UK,"$ 5,950",14 - 18 Dec 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Vienna - Austria,"$ 5,950",28 Dec - 01 Jan 2027
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Online,"$ 3,950",17 - 21 Nov 2025
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Online,"$ 3,950",04 - 08 May 2026
Certificate in Strategic Project Management,Delivering Projects Successfully and Achieving Strategic Goals,Online,"$ 3,950",16 - 20 Nov 2026
Agile Project Management for Regulators,Navigating Compliance with Adaptive and Responsive Strategies,Amsterdam - The Netherlands,"$ 5,950",15 - 19 Dec 2025
Agile Project Management for Regulators,Navigating Compliance with Adaptive and Responsive Strategies,London - UK,"$ 5,950",20 - 24 Apr 2026
Agile Project Management for Regulators,Navigating Compliance with Adaptive and Responsive Strategies,Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
Agile Project Management for Regulators,Navigating Compliance with Adaptive and Responsive Strategies,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Dec 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,London - UK,"$ 5,950",22 - 26 Dec 2025
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,London - UK,"$ 5,950",01 - 05 Jun 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Abu Dhabi - UAE,"$ 5,950",15 - 19 Jun 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,London - UK,"$ 5,950",21 - 25 Dec 2026
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Online,"$ 3,950",15 - 19 Dec 2025
Certificate in Project Accounting,Empowering Success: Mastering Project Financials,Online,"$ 3,950",14 - 18 Dec 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Paris - France,"$ 5,950",15 - 19 Dec 2025
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",22 - 26 Dec 2025
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",05 - 09 Jan 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,London - UK,"$ 5,950",13 - 17 Jul 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Oct 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Paris - France,"$ 5,950",14 - 18 Dec 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Dubai - UAE,"$ 5,950",21 - 25 Dec 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Online,"$ 3,950",08 - 12 Jun 2026
Adaptive (Agile) Project Management,Distinguishing between Predictive and Adaptive Lifecycle Approaches,Online,"$ 3,950",12 - 16 Oct 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Abu Dhabi - UAE,"$ 5,950",24 - 28 Nov 2025
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,London - UK,"$ 5,950",01 - 05 Dec 2025
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Pretoria - South Africa,"$ 5,950",15 - 19 Dec 2025
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,London - UK,"$ 5,950",12 - 16 Jan 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,London - UK,"$ 5,950",20 - 24 Apr 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Dubai - UAE,"$ 5,950",01 - 05 Jun 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,London - UK,"$ 5,950",27 - 31 Jul 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Houston - USA,"$ 7,950",12 - 16 Oct 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Abu Dhabi - UAE,"$ 5,950",23 - 27 Nov 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Pretoria - South Africa,"$ 5,950",14 - 18 Dec 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Online,"$ 3,950",01 - 05 Dec 2025
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Online,"$ 3,950",01 - 05 Jun 2026
Delivering Successful Projects within the Oil & Gas Industry,Understand How to Gain Maximum Economic Recovery on the Project Investment,Online,"$ 3,950",30 Nov - 04 Dec 2026
Project Finance and Modelling,"Financing, Appraisal and Risk Management",London - UK,"$ 5,950",24 - 28 Nov 2025
Project Finance and Modelling,"Financing, Appraisal and Risk Management",Abu Dhabi - UAE,"$ 5,950",15 - 19 Dec 2025
Project Finance and Modelling,"Financing, Appraisal and Risk Management",London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Project Finance and Modelling,"Financing, Appraisal and Risk Management",Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Project Finance and Modelling,"Financing, Appraisal and Risk Management",London - UK,"$ 5,950",23 - 27 Nov 2026
Project Finance and Modelling,"Financing, Appraisal and Risk Management",Online,"$ 3,950",31 Aug - 04 Sep 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",08 - 12 Dec 2025
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Abu Dhabi - UAE,"$ 5,950",15 - 19 Dec 2025
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Barcelona - Spain,"$ 5,950",02 - 06 Feb 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",30 Mar - 03 Apr 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",08 - 12 Jun 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",20 - 24 Jul 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Barcelona - Spain,"$ 5,950",07 - 11 Sep 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Dubai - UAE,"$ 5,950",19 - 23 Oct 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Amsterdam - The Netherlands,"$ 5,950",07 - 11 Dec 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Abu Dhabi - UAE,"$ 5,950",14 - 18 Dec 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",29 Dec - 02 Jan 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",08 - 12 Jun 2026
Managing Project Stakeholders,Plan and Manage Effective Stakeholder Engagement,Online,"$ 3,950",07 - 11 Sep 2026
Project Execution,"Design, Procurement, Construct & Start-up",Barcelona - Spain,"$ 5,950",15 - 19 Dec 2025
Project Execution,"Design, Procurement, Construct & Start-up",Dubai - UAE,"$ 5,950",27 Apr - 01 May 2026
Project Execution,"Design, Procurement, Construct & Start-up",Dubai - UAE,"$ 5,950",28 Sep - 02 Oct 2026
Project Execution,"Design, Procurement, Construct & Start-up",Barcelona - Spain,"$ 5,950",14 - 18 Dec 2026
Project Execution,"Design, Procurement, Construct & Start-up",Online,"$ 3,950",28 Sep - 02 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",17 - 21 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 6,950",15 - 19 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",05 - 09 Jan 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",20 - 24 Jul 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Houston - USA,"$ 7,950",05 - 09 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",19 - 23 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",23 - 27 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",14 - 18 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",23 - 27 Nov 2026
Feasibility Analysis,Project Feasibility Studies,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Feasibility Analysis,Project Feasibility Studies,New York - USA,"$ 7,950",13 - 17 Jul 2026
Feasibility Analysis,Project Feasibility Studies,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Essentials of Project Management Skills,N/A,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Essentials of Project Management Skills,N/A,Dubai - UAE,"$ 5,950",19 - 23 Jan 2026
Essentials of Project Management Skills,N/A,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Essentials of Project Management Skills,N/A,Dubai - UAE,"$ 5,950",07 - 11 Sep 2026
Essentials of Project Management Skills,N/A,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Essentials of Project Management Skills,N/A,Online,"$ 3,950",07 - 11 Sep 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",27 - 31 Oct 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Amsterdam - The Netherlands,"$ 5,950",15 - 19 Dec 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",29 Dec - 02 Jan 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",05 - 09 Jan 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Paris - France,"$ 5,950",27 Apr - 01 May 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",13 - 17 Jul 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",10 - 14 Aug 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Riyadh - Saudi Arabia,"$ 5,950",31 Aug - 04 Sep 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Paris - France,"$ 5,950",21 - 25 Sep 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Dubai - UAE,"$ 5,950",26 - 30 Oct 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Amsterdam - The Netherlands,"$ 5,950",14 - 18 Dec 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",London - UK,"$ 5,950",28 Dec - 01 Jan 2027
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",15 - 19 Dec 2025
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",27 Apr - 01 May 2026
"Managing Multiple Tasks, Priorities & Deadlines","Prioritize Crucial Tasks, Manage Demands,Reduce Pressure, and Master Multiple Tasks",Online,"$ 3,950",14 - 18 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",03 - 07 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",10 - 14 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 6,950",01 - 05 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",08 - 12 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Liverpool - UK,"$ 5,950",15 - 19 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",29 Dec - 02 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",12 - 16 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",22 - 26 Jun 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Barcelona - Spain,"$ 5,950",27 - 31 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Los Angeles - USA,"$ 7,950",24 - 28 Aug 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Abu Dhabi - UAE,"$ 5,950",21 - 25 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Miami - USA,"$ 7,950",12 - 16 Oct 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",02 - 06 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",09 - 13 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",30 Nov - 04 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",07 - 11 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",28 Dec - 01 Jan 2027
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",12 - 16 Oct 2026
Advanced Monitoring and Evaluation of Projects,Enhancing Project Success through Effective Evaluation Techniques,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Advanced Monitoring and Evaluation of Projects,Enhancing Project Success through Effective Evaluation Techniques,Amsterdam - The Netherlands,"$ 5,950",04 - 08 May 2026
Advanced Monitoring and Evaluation of Projects,Enhancing Project Success through Effective Evaluation Techniques,Paris - France,"$ 5,950",28 Sep - 02 Oct 2026
Advanced Monitoring and Evaluation of Projects,Enhancing Project Success through Effective Evaluation Techniques,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Advanced Monitoring and Evaluation of Projects,Enhancing Project Success through Effective Evaluation Techniques,Online,"$ 3,950",08 - 12 Dec 2025
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London - UK,"$ 5,950",15 - 19 Dec 2025
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Oslo - Norway,"$ 5,950",22 - 26 Dec 2025
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London - UK,"$ 5,950",02 - 06 Feb 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Tromso - Norway,"$ 5,950",30 Mar - 03 Apr 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Oslo - Norway,"$ 5,950",11 - 15 May 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Riyadh - Saudi Arabia,"$ 5,950",29 Jun - 03 Jul 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Stockholm - Sweden,"$ 5,950",10 - 14 Aug 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London - UK,"$ 5,950",31 Aug - 04 Sep 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Dubai - UAE,"$ 5,950",12 - 16 Oct 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",London - UK,"$ 5,950",14 - 18 Dec 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Oslo - Norway,"$ 5,950",21 - 25 Dec 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Online,"$ 3,950",15 - 19 Dec 2025
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Online,"$ 3,950",31 Aug - 04 Sep 2026
Managing Performance with OKR (Objectives and Key Results),"Goal Setting, Objectives and Key Results (OKR) for Managers and Leaders",Online,"$ 3,950",14 - 18 Dec 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",London - UK,"$ 5,950",01 - 05 Dec 2025
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Pretoria - South Africa,"$ 5,950",15 - 19 Dec 2025
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Dubai - UAE,"$ 5,950",29 Dec - 02 Jan 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Dubai - UAE,"$ 5,950",17 - 21 Aug 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Pretoria - South Africa,"$ 5,950",14 - 18 Dec 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Dubai - UAE,"$ 5,950",28 Dec - 01 Jan 2027
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Online,"$ 3,950",01 - 05 Dec 2025
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Online,"$ 3,950",19 - 23 Jan 2026
Project Commissioning: A Practical Approach,"Defining Roles, Responsibilities & Procedures",Online,"$ 3,950",17 - 21 Aug 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",24 - 28 Nov 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Rome - Italy,"$ 5,950",01 - 05 Dec 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",29 Dec - 02 Jan 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Barcelona - Spain,"$ 5,950",26 - 30 Jan 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",09 - 13 Feb 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",20 - 24 Jul 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",28 Sep - 02 Oct 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Istanbul - Turkey,"$ 5,950",19 - 23 Oct 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",23 - 27 Nov 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Rome - Italy,"$ 5,950",30 Nov - 04 Dec 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Portfolio Project Management Professional,Empowering with Successful Business Intelligence Approach,Online,"$ 3,950",17 - 21 Nov 2025
